0.2956	0.3456	1.6416	0.7776	0	0.01728	1.8576	1.44288
0.2956	0.3456	1.5552	0.6912	0	0.01728	1.728	1.296
0.28024	0.3456	1.4688	0.6048	0	0.01728	1.6416	1.27872
0.3024	0.3024	1.296	0.432	0	0.01728	1.44288	0.67392
0.3264	0.3024	1.2528	0.432	0	0.01728	1.37376	0.68256
0.5764	0.3024	1.2528	0.1728	0	0.01728	1.6848	1.1664
0.3774	0.3024	1.296	0.00864	0	0.01728	2.73024	2.09952
0.3342	0.3024	1.296	0	0	0.01728	1.8144	3.92256
0.327	0.216	1.296	0	0	0.01728	1.8144	3.55968
0.32212	0.0864	1.296	0	0	0.01728	1.9872	2.7648
0.31456	0.03456	1.2096	0	0	0.01728	1.8576	2.29824
0.36756	0.03456	1.2096	0	0	0.01728	1.8144	1.82736
0.31856	0.03456	1.2096	0	0	0.01728	1.944	1.23552
0.31956	0.03456	1.2096	0	0	0.01728	1.8144	1.04544
0.32156	0.03456	1.2096	0	0	0.01728	1.9008	0.87264
0.29756	0.03456	1.2096	0	0	0.01728	1.728	0.75168
0.29856	0.03456	1.1232	0	0	0.01728	1.52928	0.76896
0.27256	0.03456	1.0368	0	0	0.01728	1.44288	0.70416
0.27456	0.03456	1.0368	0	0	0.01728	1.40832	0.68688
0.27556	0.03456	1.0368	0	0.5184	0.01728	1.37376	0.65664
0.46656	0.03456	1.1232	0	0.5184	0.01728	1.26144	0.65664
0.41456	0.03456	1.08	0	0.4752	0.01728	1.48608	1.08864
0.3594	0.03456	1.2096	0	0.5184	0.01728	1.7712	0.78624
0.3614	0.03456	1.1664	0	0.432	0.01728	1.6848	0.69984
0.30084	0.03456	1.1664	0	0.4752	0.01728	1.6416	0.68688
0.2804	0.05184	1.1664	0	0.432	0.01728	1.52928	0.76896
0.2814	0.05184	1.08	0	0.4752	0.01728	1.44288	0.65664
0.2824	0.05184	1.1664	0	0.5184	0.01728	1.37376	0.65664
0.2544	0.05184	1.1664	0	0.432	0.01728	1.296	0.63936
0.2554	0.05184	1.1664	0	0.5184	0.01728	1.14048	0.63936
0.2274	0.05184	1.1232	0	0.5184	0.01728	1.11456	0.72576
0.2274	0.05184	1.0368	0	0.5184	0.01728	1.05408	0.61344
0.2564	0.05184	0.9936	0	0.5184	0.01728	0.96336	0.61344
0.2574	0.05184	1.0368	0	0.5184	0.01728	1.24848	0.33696
0.2574	0.05184	0.9072	0	0.5184	0.01728	1.15344	0.33696
0.2204	0.05184	0.9072	0	0.5184	0.01728	1.15344	0.3888
0.2104	0.05184	0.9072	0	0.5184	0.01728	1.04976	0.33696
0.2014	0.05184	0.864	0	0.5184	0.01728	0.89856	0.36288
0.22156	0.05184	0.8208	0	0.4752	0	0.8208	0.3456
0.231	0.05184	0.8208	0	0	0	0.86832	0.31536
0.20716	0.05184	0.7776	0	0	0	0.86832	0.33264
0.173	0.05184	0.7776	0	0	0	0.74736	0.31536
0.173	0.05184	0.6912	0	0	0	0.73872	0.31536
0.232	0.05184	0.7344	0	0	0	0.6696	0.30672
0.233	0.05184	0.7344	0	0	0	0.67824	0.31536
0.205	0.05184	0.7344	0	0	0	0.68688	0.31536
0.294	0.05184	0.6912	0	0	0	0.77328	0.31536
0.28784	0.05184	0.6912	0	0	0	0.77328	0.31536
0.31884	0.05184	0.62208	0	0	0	0.79056	0.31536
0.25984	0.05184	0.6912	0	0	0	1.09296	0.30672
0.29084	0.05184	0.6912	0	0	0	1.2528	0.30672
0.32184	0.05184	0.62208	0	0	0	1.29168	0.31536
0.38284	0.05184	0.70848	0	0	0	2.4192	0.30672
0.56684	0.05184	1.1664	0	0	0	3.73248	0.33264
0.43356	0.05184	1.6848	0	0	0	3.50352	0.4104
0.55856	0.05184	1.728	0	0	0	3.70224	0.324
0.68756	0.05184	1.944	0	0	0	3.78	0.34992
0.722	0.05184	2.1168	0	0	0	4.63536	0.34992
0.795	0.05184	2.4192	0	0	0	4.428	0.31536
0.708	0.05184	2.808	0	0	0	4.87728	0.31536
0.878	0.05184	3.3264	0	0	0	4.91184	0.31536
1.289	0.05184	3.26592	0	0	0	5.22288	0.33264
1.008	0.05184	3.5424	0	0	0	5.77584	0.38016
0.885	0.05184	3.7584	0	0	0	5.90112	0.42336
0.826	0.05184	3.7584	0	0	0	5.71104	0.46656
0.83412	0.05184	3.7152	0.2592	0	0	5.04144	0.6048
0.703	0.05184	3.5856	1.0368	0	0	4.68288	0.61344
0.602	0.05184	3.5424	1.728	0	0	4.07376	0.61344
0.61276	0.05184	3.1968	1.9872	0	0	3.31776	0.6912
0.50876	0.05184	2.9376	1.9872	0	0	3.01536	0.63072
0.51076	0.05184	2.592	1.4688	0	0	2.69136	0.61344
0.45892	0.05184	2.5056	0.9504	0	0	2.78208	0.46656
0.437	0.05184	2.3328	0.864	0	0	2.39328	0.50112
0.806	0.05184	2.1168	0.6912	0	0	2.32848	0.432
0.852	0.05184	2.0736	0.6912	0	0	3.10176	0.27648
0.635	0.05184	2.376	0.9504	0	0	4.41504	0.432
0.564	0.05184	2.592	1.2096	0	0	4.31136	0.66528
0.492	0.05184	2.2464	0.6912	0	0	3.9744	0.46656
0.56092	0.1296	2.2464	0.7776	0	0	3.81024	0.50976
0.5294	0.1296	2.4192	0.864	0	0	3.51216	0.44928
0.645	0.1296	2.3328	0.6048	0	0	3.21408	0.46656
0.56296	0.1296	2.3328	0.6912	0	0	3.08016	0.48384
0.49688	0.1296	2.2464	0.7776	0	0	2.79504	0.46656
0.34188	0.1296	2.16	0.6048	0	0	2.592	0.44928
0.391	0.1296	1.9872	0.5184	0	0	2.46672	0.44928
0.432	0.1296	1.9872	0.5184	0	0	2.16864	0.432
0.39128	0.1296	1.9008	0.5184	0	0	2.08224	0.432
0.356	0.1296	1.9008	0.5184	0	0	1.9872	0.42336
0.383	0.1296	1.728	0.5184	0	0	1.6848	0.46656
0.47192	0.1296	1.6416	0.2592	0	0	1.59408	0.432
