343.7,386.22,394.9913966
378.4,376.87,385.1230086
388.8,378.06,386.3787041
431.8,365.38,373.0030284
482.8,357.11,364.2846082
498.2,377.2,385.4712184
534.1,436.8,448.4570551
528.3,495.34,510.4853452
481,524.87,541.826514
511.5,551.62,570.243563
598.5,541.74,559.7450592
676.2,566.98,586.5713419
676.1,611.44,633.8725625
613.7,634.53,658.4598543
532.5,698.76,726.9246156
482.2,800.9,835.9806806
458,931.93,976.1468284
447.2,1101.2,1157.559095
435.8,1267.3,1242.319535
451.6,1371.7,1298.798272
548.9,1379,1302.698865
658.2,1369.7,1297.728552
614.7,1375.2,1300.669178
551.5,1445.3,1337.853714
612.7,1531.6,1382.923924
685.1,1576.7,1406.188628
739.1,1535.6,1384.99507
770.1,1437.4,1333.689823
760.5,1362.9,1294.088062
746.4,1296.6,1258.305902
741.8,1218.8,1215.60984
759.7,268.85,271.5473613
783.4,281.96,285.2817317
812.2,296.7,300.7423933
863.8,307.73,312.3237512
901.7,308.81,313.4582688
899.9,309.2,313.8679786
867.9,305.57,310.0549963
807.5,305.57,310.0549963
760.7,294.69,298.6330095
738.9,287.05,290.6184274
723.9,285.59,289.0874282
715.7,286.36,289.8948493
722.5,285.9,289.4124875
755,281.5,284.7995523
744.9,275.64,278.6587145
705.8,273.63,276.5531265
698.4,274.48,277.4435026
677,276.56,279.6225936
645.5,284.89,288.3534549
647.5,285.05,288.5212164
683.2,310.89,315.6435266
726.3,328.4,334.0527936
770.3,348.08,354.7699686
799.2,336.58,342.6606269
801.2,304.8,309.2463182
807,287.05,290.6184274
829.2,288.21,291.8349727
857.7,292.76,296.6079056
797.6,394.25,403.4705548
720.9,389.66,398.6233732
670,433.8,445.2823375
638.2,505.14,520.8828575
611.2,550.25,568.7876087
595.9,564.23,583.6475299
525.1,547.95,566.3434428
512.8,574.09,594.1318017
528.1,571.22,591.0797848
496.2,550.54,569.0957984
479.3,532.82,550.269434
453.1,506.58,522.4109583
426.1,482.64,497.0165079
400.5,466.27,479.6650321
380.2,444.53,456.6391703
361.3,416.28,426.7506256
340.4,387.64,396.4905621
323.2,368.4,376.1878385
311.3,354.13,361.1440866
300.8,338.04,344.1974848
291.7,323.87,329.2879391
280.9,312.47,317.3037099
269.8,298.78,302.9255974
260.6,284.41,287.8501844
250.9,272.44,275.3067156
240.5,260.95,263.2791609
232,250.13,251.9652747
228.3,240.94,242.3657606
223.4,232.8,233.871121
216.5,231.84,232.8698158
210.2,231.46,232.4734967
202.1,732.02,762.4140061
197,690.88,718.5199131
192.3,655.33,680.6204076
190.3,637.66,661.7938951
193.6,641.02,665.3732071
201.9,610.39,632.7548137
204.2,573.27,593.2597714
206.7,554.94,573.7721114
209.4,527.21,544.311373
206.1,501.28,516.787079
202.7,484.73,499.2325976
205,472.66,486.4368391
205.1,464.39,477.6730268
201.6,458.8,471.750879
202.4,450.52,462.9813869
206.2,445.16,457.3061387
205.9,444.04,456.1204296
201.5,447.39,459.6671392
196.9,448.29,460.6200729
195.3,440.02,451.865053
196.2,434.2,445.7056087
194.3,431.07,442.3937136
189.1,418.1,428.6750211
184.4,405.14,414.9753116
180.6,392.62,401.7490913
176.9,380.09,388.5209637
173.5,376.07,384.2788903
169.6,368.92,376.7362726
164.3,359.08,366.3610363
160,351.25,358.1094969
154.9,499.41,514.8030556
149.8,483.48,497.9071642
145.1,478.36,492.4788408
140.3,469.26,482.8334747
136.6,456.75,469.579409
131.5,446.79,459.0318704
125.9,436.84,448.4993875
123.7,437.12,448.7957165
123,437.41,449.1026326
121.1,448.21,460.5353662
120.3,445.37,457.5284655
124.7,424.61,435.5597838
133.1,416.65,427.1418354
137.1,403.56,413.3057256
135.6,395.32,404.6006745
131.1,392.76,401.8969413
128,393.33,402.4989133
134.6,396.74,406.1005559
142.9,390.77,399.7954605
137.4,438.26,450.0022367
125.8,527.56,544.6830563
120.9,519.03,535.6258225
117.7,449.64,462.0495414
114.3,426.32,437.3685689
112.7,394.18,403.3966239
111.6,388.21,397.0923718
110.4,397.31,406.7026518
109.6,403.85,413.6121588
110,394.75,403.9986403
108.8,384.22,392.8800893
105.9,366.88,374.584818
103.6,197.63,197.2664914
102,190.53,189.8983974
101.3,190.84,190.2199367
102.3,189.29,188.6123953
104,183.27,182.3726529
105.7,177.87,176.7807738
108.2,173.7,172.4661253
111,168.91,167.5139084
114.4,165.36,163.8464953
119.3,164.44,162.8964676
119.3,160.58,158.9123206
113.5,154.55,152.6945127
108.6,148.22,146.1757976
105.5,141.28,139.039425
103.5,133.25,130.7969085
101.5,126.45,123.8301912
100.6,122.44,119.7279503
108.1,135.72,133.3305297
112.8,128.15,125.57068
108.4,133.4,130.9507266
108.2,136.95,134.5927991
113.4,138.65,136.3380308
116.4,138.34,136.0197284
112.6,138.19,135.8657198
109,135.41,133.0124579
105.9,172.62,171.3491775
103.1,262.48,264.8799814
100.1,310.34,315.0656608
96.9,287.18,290.7547585
95.1,244.88,246.4801733
93.9,98.646,95.49221798
92.9,99.149,96.00247418
92.7,98.269,95.10984451
93.6,97.264,94.09079467
94.7,96.133,92.94446647
92.9,96.635,93.45320636
91.9,95.253,92.05289872
91.3,91.483,88.23698929
90,95.253,92.05289872
88.8,106.19,103.1551169
88.2,105.56,102.514384
87,97.389,94.21752028
86.5,93.745,90.52581739
86.8,92.991,89.762633
86.6,89.724,86.45865347
85.7,88.718,85.44220972
84.1,88.09,84.80792064
83.6,89.221,85.95037508
83.4,88.467,85.18867471
82.1,89.849,86.58498264
79.1,92.991,89.762633
77.3,91.609,88.36442611
77.7,91.232,87.98314751
76.4,92.865,89.63512163
74.8,94.373,91.16164901
76.9,93.619,90.39826594
79.8,89.975,86.71232944
79.5,87.336,84.04660647
81.2,86.08,82.77900366
83.3,85.577,82.27156314
85.4,86.708,83.41271369
85.9,71.332,67.95401987
88.1,71.928,68.55083264
90.1,75.77,72.40298224
90.9,85.771,82.46726171
92.2,100.61,97.4851074
92.6,112.86,109.94722
94.1,120.28,117.5202195
97.1,126.5,123.8813704
96.4,138.82,136.5125938
96,180.81,179.8246143
96,187.9,187.1711252
94.4,177.97,176.8842808
93.6,158.89,157.1689183
92.6,138.89,136.5844748
93,120.54,117.7858908
92.8,107.23,104.2131437
92.4,95.44,92.24233039
92.5,86.632,83.33601291
90,79.346,75.99573416
90.1,73.385,70.01069266
89.6,69.61,66.2308625
90.9,66.696,63.31906204
90.3,63.384,60.01622475
90.1,61.662,58.30193302
89.4,61.861,58.49993604
88.6,59.874,56.52416487
90.5,57.357,54.02557485
95.4,56.893,53.56549712
99.4,60.47,57.11649711
99.6,62.987,59.62081891
101.4,59.211,55.86555211
115.3,142.53,140.3239509
128.3,138.14,135.8143849
128,134.37,131.9455601
125,130.49,127.9677222
122.6,127.1,124.4955765
122,121.83,119.1043297
120.9,116.56,113.7213433
118.1,115.55,112.6906735
111.6,115.43,112.5682393
105.4,117.06,114.2316951
104.3,114.8,111.925535
103.6,110.41,107.4506057
101.1,108.4,105.4038788
100.3,105.14,102.0873079
99.6,106.02,102.9822067
97.5,107.9,104.8949591
97.4,110.03,107.0635564
95.5,114.17,111.2829584
94.5,117.06,114.2316951
93.4,116.43,113.5886647
92.6,117.94,115.1301044
94,128.48,125.9086332
93,136.51,134.1412112
91,138.89,136.5844748
90.6,150.31,148.3271213
90.3,158.84,157.1173474
88.8,170.13,168.7748166
87.6,198.11,197.7648984
86.5,231.61,232.6299363
96.9,253.94,255.9477731
99.9,254.02,256.0314118
97.1,245.13,246.7412993
95.4,248.28,250.0320827
94.1,252.01,253.9301969
93.9,258.03,260.2246658
94,260.61,262.9234554
95.5,275.23,278.2291854
96.5,292.72,296.5659379
95.5,287.85,291.4574114
94.5,276.66,279.7273678
93.6,275.23,278.2291854
92.3,279.53,282.7347861
91.6,282.4,285.7429647
89.7,276.66,279.7273678
87,271.5,274.3222518
85.7,278.96,282.1374331
83.5,279.82,283.0387141
83,272.65,275.5266607
83,266.92,269.5268349
81.6,268.92,271.6206515
80.4,275.8,278.82634
79.8,268.35,271.0238738
80,258.6,260.8208509
80.9,258.03,260.2246658
80.8,276.38,279.4340023
80,303.33,307.7026117
79.6,358.66,365.9183254
79.7,477.07,491.1113244
78.4,572.54,592.4834688
77.5,589.45,610.4701252
76.5,579.7,600.0983081
66.2,305.73,310.2230394
67.4,353.89,360.8911835
69.7,395.07,404.3366222
69.7,472.35,486.1082772
70,533.14,550.6093203
71,535.49,553.1054667
69.2,510.8,526.8895828
68.5,494.5,509.5942993
69.9,488.18,502.8911144
71.9,490.07,504.8955435
73.8,486.77,501.3958378
74.8,459.72,472.7254516
75.5,428.25,439.4102336
78.9,402.42,412.1011696
86.4,384.99,393.6929157
91.9,374.53,382.6540689
93.6,373.87,381.9577598
97.1,371.04,378.9723656
104.1,353.51,360.4907614
112.6,331.55,337.3669816
125,316.47,321.5075741
140.5,320.24,325.4708393
146.6,330.23,335.9780921
147.3,331.46,337.2722807
151.9,334.28,340.2398517
160.5,356.15,363.2728343
164.6,397.43,406.829411
165.5,479.89,494.1008661
168.6,551.05,569.6377936
170,545.67,563.9207006
165.4,262.59,264.9950822
175.9,268.94,271.6415917
198.7,274.29,277.2444714
197.9,298.35,302.4742321
189,326.32,331.864771
201.7,353.95,360.954409
215.5,393.28,402.446108
252.4,448.53,460.8741946
327,474.16,488.0267107
403.6,454.44,467.1327522
430.6,428.37,439.5371824
439.4,415.56,425.9893723
487.7,409.54,419.6254799
544.3,407.09,417.0360572
568.7,395.28,404.5584259
550.9,379.24,387.6239293
507.1,356.62,363.7681746
449.7,330.89,336.6725213
390.2,309.27,313.9415175
339.1,295.01,298.9688088
297.1,291,294.7614584
263.5,286.99,290.5555059
236.1,280.75,284.0134319
218.2,277.08,280.1674299
207.5,286.43,289.9682539
207.4,301.25,305.5186215
211.8,310.61,315.3493374
210.2,323.76,329.172255
206.7,331.89,337.7247461
204.7,339.58,345.8187143
208.8,362.75,370.2299592
222.3,224.42,225.1343884
232.4,226.28,227.0728124
241.2,220.31,220.852666
251,210.34,210.475401
254.6,212.29,212.5039928
248.5,212.68,212.9097743
239.6,213.56,213.8254606
234.7,233.02,234.1006025
229.4,245.05,246.6577382
221,241.92,243.3889775
211.2,249.84,251.6622091
199.9,270.77,273.55778
189.3,278.69,281.8544869
181.4,268.13,270.793547
174.8,272.53,275.4009773
169.1,283.29,286.6759672
163.6,281.92,285.2398023
158.1,273.6,276.5217027
151.6,261.58,263.9382934
145.7,249.74,251.5577058
142.4,240.85,242.2717973
139.2,229.5,230.4296046
138.5,221.58,222.1754956
143.1,223.15,223.8110935
144.5,220.8,221.3630242
141.2,212,212.2022714
141.4,203.98,203.8628011
151.1,193.13,192.5956538
176.8,185.4,184.5797128
219.8,175.13,173.9453754
294,180.02,179.0065631
376,479.34,493.5177742
413.7,463.15,476.3592329
403.8,444.36,456.4591978
414.8,420.63,431.3504172
469.7,393.93,403.1325873
509.6,373.53,381.5990653
511.8,358.33,365.5704889
505.4,346.46,353.0635896
498.6,347.45,354.106356
472,359.07,366.3504955
435.1,363.64,371.1683263
403.8,388.49,397.3880043
377.7,434.96,446.5098448
355.4,452.76,465.3535126
330.7,448.81,461.1706733
301.9,505.17,520.9146921
278.5,582.67,603.257427
263,601.09,622.85608
246,641.14,665.5010449
231,823.45,860.0836621
219.2,955.46,1001.343896
208.2,897.37,939.1520033
197.1,856.21,895.1148197
187.8,993.78,1042.394083
182.6,1135.9,1194.787134
178.9,1163.5,1184.756178
176.1,1081.4,1136.322041
180.1,944.59,989.702859
198.1,160.12,158.4377269
224.6,158.1,156.3541577
250,157.05,155.2714498
288.2,157.13,155.3539337
342.5,160.64,158.9742273
377,164.15,162.5970369
411.9,171.32,170.0049892
478.9,183.19,182.2897736
560.2,204.48,204.3824491
608.4,234.5,235.6445382
607.2,277.52,280.628465
601,336.44,342.5132648
613.5,392.38,401.4956366
630.2,430.24,441.5155576
648.4,449.66,462.0707193
661,461.31,474.4098531
652.5,465.41,478.7537771
635.3,460.93,474.0072819
624.8,454.88,467.5987641
627.7,453.39,466.0207129
652.9,458.47,471.401313
678.4,482.89,497.2815812
705.9,517.39,533.8847495
765.9,549.13,567.5973847
815.1,576.17,596.3438721
779.8,589.76,610.7999414
706.6,579.75,600.1514898
653.4,553.91,572.6773733
604.7,533.37,550.8536157
561.4,535.84,553.4772492
519.5,549.8,568.3093888
520.6,289.03,292.695016
514.9,285.39,288.8777171
459.3,284.78,288.2381203
427,285.59,289.0874282
425.8,285.19,288.6680095
459.2,287.81,291.4154609
478.4,291.25,295.0237215
473.5,294.09,298.0034093
514.7,296.92,300.9732919
597.2,299.95,304.1538088
633.9,301.77,306.0645857
664.7,304.4,308.8262446
692.7,308.65,313.2901863
719.7,312.29,317.1145652
780.5,319.37,324.556144
807.4,333.12,339.0190804
875.4,351.32,358.1832479
989.9,369.53,377.3796488
1044.6,387.53,396.3744255
1011.5,407.96,417.9555308
961.5,426.56,437.6224448
891.2,434.45,445.9701571
799.3,435.06,446.6156674
759.6,441.13,453.0399709
732.9,442.54,454.5325159
687.2,432.83,444.2559362
629,423.73,434.6290026
583.6,414.83,425.2175728
540.7,400.27,409.8296071
520.4,386.72,395.5192588
513.7,271.59,274.4165053
493.3,253.48,255.4668639
483.2,239.49,240.8520198
455.5,233.32,234.4135412
436,226.74,227.5522749
408.5,219.6,220.1132231
388.4,212.75,212.9826091
375,205.34,205.2763286
358.4,204.93,204.8501633
353.8,204.1,203.9875133
355.5,204.1,203.9875133
347.3,205.89,205.8480518
326.7,207.53,207.5530846
315.4,209.59,209.6953145
305.4,212.33,212.5456105
289.5,209.32,209.4145027
278.5,204.65,204.5591377
267.7,199.72,199.4368939
253.9,196.01,195.5846283
241.8,189.15,188.4672171
231.7,183.26,182.3622929
219.1,179.69,178.6648776
207.6,177.63,176.5323641
196.6,171.05,169.7258512
186.9,160.76,159.0980429
179.5,157.47,155.7045052
168.4,154.45,152.5914631
161.1,147.18,145.1056526
155.2,142.24,140.0259072
148.5,138.4,136.0813335
142,140.18,137.9093569
136.8,89.89,86.62642012
136.5,93.247,90.02172443
136.4,96.815,93.63564784
137.2,117.31,114.4869004
140.6,157.46,155.694194
141.6,184.26,183.3983744
139.8,195.8,195.3666386
136.2,206.99,206.9916289
132.5,218.18,218.6345363
130.1,228.33,229.2097514
126.6,254.07,256.0836863
123.5,281.7,285.0091932
124.7,286.18,289.7060968
128.6,284.85,288.3115149
130.3,278.62,281.7811316
128.2,264.21,266.690345
124,248.89,250.6694722
121.5,239.38,240.7371942
120.4,229.17,230.0855263
118,210.63,210.7770556
116.2,189.29,188.6123953
116.3,171.87,170.5736459
114.6,155.02,153.1788751
112.3,141.79,139.5634659
110.1,135.08,132.6738927
108.3,130.53,128.0087103
108,134.38,131.9558173
108.8,138.02,135.6911836
102.1,129.9,127.3631984
102.2,121.72,118.9918853
109.1,114.91,112.037744
111.3,107.88,104.8746041
118.3,112.31,109.3865816
132.4,115.34,112.4764166
154,101.6,98.49023154
160.1,95.759,92.56551156
159.6,101.06,97.94193582
160.1,105.93,102.8906702
158.1,109.93,106.9617095
153.5,118.91,116.1206749
148.3,130.6,128.0804405
144.3,98.356,95.19807957
141.4,101.82,98.7136429
138.1,107.44,104.4268301
134.3,111.99,109.0604381
131.5,112.96,110.049165
128.4,110.91,107.9599556
126.8,111.45,108.5101481
124.3,110.69,107.7358313
